"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.531040733E0,-8.936452866E-2,1.200121045E-1,-2.202038765E-1,2.662304855E-1
1.536092608E0,-1.831417084E-1,1.196618080E-1,-1.952161789E-1,2.932050309E-1
1.541144483E0,-2.429742813E-1,8.102697134E-2,-1.442480087E-1,2.939546895E-1
1.546196358E0,-2.772212029E-1,1.233193278E-1,-7.135009766E-2,3.116890893E-1
1.551248233E0,-3.311705589E-1,1.200830936E-1,6.616592407E-3,3.523317581E-1
1.556300108E0,-3.628745079E-1,1.071352363E-1,1.142601967E-1,3.952357017E-1
1.561351983E0,-3.525648117E-1,9.772789478E-2,1.958212852E-1,4.149682682E-1
1.566403858E0,-3.598370552E-1,5.865824223E-2,3.131213188E-1,4.805917769E-1
1.571455733E0,-3.023715019E-1,5.068415403E-2,3.741312027E-1,4.837060734E-1
1.576507608E0,-2.067494392E-1,4.015868902E-2,3.803777695E-1,4.347933974E-1
1.581559483E0,-9.956455231E-2,-4.796028137E-3,4.002237320E-1,4.124501638E-1
1.586611358E0,-1.901912689E-2,-2.088838816E-2,3.873634338E-1,3.883921753E-1
1.591663233E0,5.775499344E-2,-2.337276936E-3,3.811836243E-1,3.855412527E-1
1.596715108E0,1.081891060E-1,2.299177647E-2,2.996706963E-1,3.194307916E-1
1.601766983E0,1.516323090E-1,1.178984642E-1,1.801033020E-1,2.633051545E-1
1.606818858E0,1.084737778E-1,1.061519384E-1,1.951489449E-1,2.472203575E-1
1.611870733E0,1.551523209E-1,1.467869282E-1,8.487415314E-2,2.298309527E-1
1.616922608E0,1.396636963E-1,1.631217599E-1,1.826047897E-2,2.155182166E-1
1.621974483E0,7.540941238E-2,2.339724898E-1,-3.092527390E-2,2.477621400E-1
1.627026358E0,3.397130966E-2,3.233534694E-1,-7.814550400E-2,3.343923382E-1
1.632078233E0,-3.275871277E-4,3.645148277E-1,-9.961700439E-2,3.778818790E-1
1.637130108E0,-5.366611481E-2,3.660933971E-1,-1.430907249E-1,3.967107043E-1
1.642181983E0,-4.408836365E-2,4.163414240E-1,-1.820578575E-1,4.565402815E-1
1.647233858E0,4.250526428E-3,4.329320192E-1,-1.763200760E-1,4.674793786E-1
1.652285733E0,5.546903610E-2,4.256303310E-1,-1.085252762E-1,4.427366353E-1
1.657337608E0,1.132464409E-1,3.958132267E-1,-6.488227844E-2,4.167764111E-1
1.662389483E0,2.061262131E-1,3.235082626E-1,3.428030014E-2,3.851243315E-1
1.667441358E0,3.148398399E-1,2.280035019E-1,1.480722427E-1,4.159748920E-1
1.672493233E0,3.811097145E-1,1.322113276E-1,1.611247063E-1,4.343795812E-1
1.677545108E0,4.302678108E-1,-3.147244453E-3,1.799244881E-1,4.663830138E-1
1.682596983E0,4.757046700E-1,-7.210469246E-2,2.469477654E-1,5.408116294E-1
1.687648858E0,4.912438393E-1,-5.725425482E-2,2.787728310E-1,5.677260348E-1
1.692700733E0,4.270834923E-1,-9.592682123E-2,4.017848969E-1,5.941661112E-1
1.697752608E0,3.482265472E-1,-1.743522882E-1,3.834214211E-1,5.465093181E-1
1.702804483E0,3.437790871E-1,-1.629963517E-1,2.284941673E-1,4.438033978E-1
1.707856358E0,3.071618080E-1,-1.290238500E-1,2.152032852E-1,3.966207056E-1
1.712908233E0,2.730555534E-1,-1.225072742E-1,1.369304657E-1,3.291159673E-1
1.717960108E0,2.224001884E-1,-9.712105989E-2,4.766941071E-2,2.473190587E-1
1.723011983E0,1.635837555E-1,-6.130558252E-2,-4.884433746E-2,1.813940154E-1
1.730504795E0,1.260089874E-1,-8.255600929E-3,-1.093993187E-1,1.670767213E-1
1.735574379E0,8.564567566E-2,3.962635994E-3,-1.937670708E-1,2.118880883E-1
1.740643962E0,6.795454025E-2,3.131842613E-2,-2.023639679E-1,2.157541167E-1
1.745713545E0,3.833484650E-2,7.612323761E-2,-1.548509598E-1,1.767572559E-1
1.750783233E0,7.534885406E-2,8.264040947E-2,-2.442693710E-2,1.144707925E-1
1.755852816E0,8.698654175E-2,1.105755568E-1,1.003270149E-1,1.727979228E-1
1.760922452E0,9.723949432E-2,9.185647964E-2,1.873221397E-1,2.301797475E-1
1.765992035E0,1.442117691E-1,4.618275166E-2,2.201986313E-1,2.672401881E-1
1.771055108E0,1.266384125E-1,-3.784656525E-3,2.587728500E-1,2.881232359E-1
1.776124431E0,1.472382545E-1,-2.221167088E-2,2.459721565E-1,2.875321960E-1
1.781193650E0,1.961827278E-1,-4.866135120E-2,2.712950706E-1,3.383143585E-1
1.786262920E0,1.295218468E-1,-1.365455985E-1,1.942667961E-1,2.704814177E-1
1.791334379E0,1.072897911E-1,-1.522839069E-1,9.186458588E-2,2.077031288E-1
1.796403754E0,1.611485481E-1,-1.429300904E-1,-5.587339401E-2,2.225302260E-1
1.801473129E0,7.183456421E-2,-1.216273308E-1,-9.166145325E-2,1.683901251E-1
1.806542504E0,-9.654808044E-2,-4.431712627E-2,-1.149287224E-1,1.565060726E-1
1.811617035E0,-1.152753830E-1,2.679860592E-2,-1.376795769E-1,1.815550745E-1
1.816686670E0,-1.373243332E-1,6.090247631E-2,-2.172865868E-1,2.641600744E-1
1.821756306E0,-1.400895119E-1,1.411745548E-1,-1.929955482E-1,2.771328344E-1
1.826825941E0,-2.250552177E-1,2.682989836E-1,-9.969663620E-2,3.641065983E-1
1.831890889E0,-2.665634155E-1,3.853880167E-1,-5.887031555E-3,4.686305955E-1
1.836960316E0,-3.491487503E-1,4.105460644E-1,5.617046356E-2,5.418561080E-1
1.842029691E0,-2.763199806E-1,3.858692646E-1,-4.297113419E-2,4.765441631E-1
1.847099066E0,-2.024712563E-1,2.924169302E-1,-2.543354034E-2,3.565797746E-1
1.852165368E0,-1.633667946E-1,1.769870520E-1,7.468748093E-2,2.521732459E-1
1.857234639E0,-1.171112061E-1,5.643033981E-2,2.743864059E-2,1.328619465E-1
1.862303910E0,-5.196428299E-2,-3.956341743E-2,5.148410797E-2,8.316347804E-2
1.867373129E0,1.053857803E-2,-1.384536624E-1,8.210468292E-2,1.613122972E-1
1.872450837E0,3.916358948E-2,-1.831027269E-1,9.001684189E-2,2.077580977E-1
1.877520525E0,5.069828033E-2,-2.142559290E-1,8.151054382E-2,2.347762498E-1
1.882590212E0,9.557247162E-3,-1.879833341E-1,7.348203659E-2,2.020610912E-1
1.887659900E0,-3.168344498E-2,-1.676119566E-1,3.877115250E-2,1.749308748E-1
1.892725525E0,-6.941175461E-2,-1.115108132E-1,3.217887878E-2,1.352336252E-1
1.897795004E0,-8.586645126E-2,-3.562742472E-2,2.139663696E-2,9.539484744E-2
1.902864483E0,-1.371364594E-1,4.225134850E-2,1.966094971E-2,1.448383163E-1
1.907933910E0,-1.443381310E-1,1.635985374E-1,1.357412338E-2,2.185914782E-1
1.913004795E0,-1.779108047E-1,2.519497871E-1,4.828357697E-2,3.121894513E-1
1.918074327E0,-2.208504677E-1,2.635961771E-1,9.831762314E-2,3.576649671E-1
1.923143858E0,-2.195439339E-1,2.525876760E-1,9.217596054E-2,3.471260300E-1
1.928213441E0,-2.193503380E-1,3.222693205E-1,1.275196075E-1,4.101625727E-1
1.933289170E0,-2.023115158E-1,3.378031254E-1,1.219024658E-1,4.121906259E-1
1.938359014E0,-1.376185417E-1,3.090981245E-1,2.002892494E-1,3.931873561E-1
1.943428858E0,-1.252131462E-1,2.770094872E-1,2.156462669E-1,3.727142342E-1
1.948498702E0,-1.253633499E-1,2.307544947E-1,2.075538635E-1,3.347270718E-1
1.953572452E0,-1.081809998E-1,1.868524551E-1,1.926932335E-1,2.893918640E-1
1.958642504E0,-4.785299301E-2,1.037591696E-1,1.345119476E-1,1.764917513E-1
1.963712556E0,-1.712226868E-2,5.300748348E-2,8.910512924E-2,1.050842017E-1
1.968782608E0,-1.117038727E-2,6.650316715E-2,3.640413284E-2,7.663360673E-2
1.973857400E0,-6.663751602E-2,4.641962051E-2,1.380476952E-1,1.601639967E-1
1.978927660E0,-4.534196854E-2,1.921749115E-2,1.731567383E-1,1.800235043E-1
1.983997920E0,-4.998683929E-3,-8.945465088E-3,1.162567139E-1,1.167074621E-1
1.989068233E0,3.748512268E-2,8.233666420E-3,1.238441467E-1,1.296545424E-1
1.994098233E0,1.058320999E-1,7.055890560E-2,1.348538399E-1,1.853767803E-1
1.999166514E0,1.261453629E-1,9.793138504E-2,1.694760323E-1,2.328633382E-1
2.004234795E0,1.772704124E-1,1.595571041E-1,1.906323433E-1,3.053259879E-1
2.009303077E0,2.339129448E-1,1.814168692E-1,2.401018143E-1,3.811511870E-1
2.014354952E0,2.543425560E-1,2.064863443E-1,2.393741608E-1,4.057422027E-1
2.019406827E0,2.567691803E-1,1.955088377E-1,1.638102531E-1,3.619225285E-1
2.024458702E0,2.592015266E-1,1.854263544E-1,1.279740334E-1,3.434322605E-1
2.029510577E0,2.699432373E-1,1.607797146E-1,-9.793281555E-3,3.143491313E-1
2.034562452E0,2.615022659E-1,1.241202354E-1,-1.095471382E-1,3.094993432E-1
2.039614327E0,2.505035400E-1,6.485271454E-2,-2.106080055E-1,3.336369736E-1
2.044666202E0,2.917623520E-1,9.326338768E-3,-2.691998482E-1,3.970904291E-1
2.049718077E0,2.861776352E-1,3.722441196E-2,-2.131028175E-1,3.587423958E-1
2.054769952E0,2.555308342E-1,3.534507751E-2,-8.717536926E-2,2.722954769E-1
2.059821827E0,2.225375175E-1,3.828942776E-2,-1.903200150E-2,2.266081289E-1
2.064873702E0,2.739582062E-1,3.677380085E-2,8.439064026E-3,2.765440814E-1
2.069925577E0,3.521213531E-1,1.659381390E-2,7.866764069E-2,3.611833325E-1
2.074977452E0,3.974385262E-1,-7.885336876E-3,1.805777550E-1,4.366095352E-1
2.080029327E0,4.197602272E-1,5.048274994E-3,2.722659111E-1,5.003527353E-1
2.085081202E0,4.240961075E-1,-2.561330795E-2,3.228673935E-1,5.336261835E-1
2.090133077E0,3.891868591E-1,-6.278252602E-2,2.947392464E-1,4.922187321E-1
2.095184952E0,3.093972206E-1,-4.254293442E-2,2.039546967E-1,3.730067823E-1
2.100236827E0,2.600283623E-1,-3.544294834E-2,1.364350319E-1,2.957794274E-1
2.105288702E0,2.061839104E-1,-8.802014589E-2,3.396701813E-2,2.267445905E-1
2.110340577E0,1.489663124E-1,-8.209294081E-2,-7.211780548E-2,1.847462883E-1
2.115392452E0,1.515011787E-1,-1.227409840E-1,-1.843523979E-1,2.683351690E-1
2.120444327E0,1.634531021E-1,-1.432383657E-1,-3.657193184E-1,4.254230434E-1
2.125496202E0,2.325005531E-1,-8.556002378E-2,-2.774333954E-1,3.719493430E-1
2.130548077E0,2.272925377E-1,-1.046240330E-2,-5.085897446E-2,2.331480106E-1
2.135599952E0,1.705203056E-1,2.053678036E-2,1.775646210E-2,1.726679644E-1
2.140651827E0,1.540927887E-1,4.590165615E-2,7.461643219E-2,1.772545106E-1
2.145703702E0,1.849689484E-1,-3.167164326E-2,7.330656052E-2,2.014707340E-1
2.150755577E0,2.129797935E-1,-9.513497353E-2,6.165504456E-2,2.412724604E-1
2.155807452E0,2.407398224E-1,-1.887149811E-1,-2.101898193E-3,3.058977348E-1
2.160859327E0,2.766690254E-1,-1.849378347E-1,1.539468765E-2,3.331437359E-1
2.165911202E0,2.444276810E-1,-1.441011429E-1,7.099342346E-2,2.924894815E-1
2.170963077E0,1.348752975E-1,-1.709851027E-1,3.159856796E-2,2.200584484E-1
2.176014952E0,9.355068207E-3,-1.784799099E-1,-2.403259277E-3,1.787410730E-1
2.181066827E0,-7.493162155E-2,-1.549379826E-1,-2.876138687E-2,1.744928185E-1
2.186118702E0,-1.515426636E-1,-1.031399369E-1,-5.473804474E-2,1.913093804E-1
2.191170577E0,-2.655858994E-1,-6.611549854E-2,-5.669355392E-2,2.795018571E-1
2.196222452E0,-3.261694908E-1,-1.280140877E-2,-9.812688828E-2,3.408508457E-1
2.201274327E0,-3.302545547E-1,3.620666265E-2,-1.525325775E-1,3.655751367E-1
2.206326202E0,-3.437242508E-1,6.894493103E-2,-1.591444016E-1,3.850022138E-1
2.211378077E0,-3.784003258E-1,9.509187937E-2,-1.290183067E-1,4.109440297E-1
2.216429952E0,-3.629803658E-1,1.114779115E-1,-1.204438210E-1,3.983576090E-1
2.221481827E0,-3.679146767E-1,1.134462357E-1,-1.237864494E-1,4.044185242E-1
2.226533702E0,-4.500761032E-1,1.414678097E-1,-1.282262802E-1,4.889004181E-1
2.231585577E0,-4.474358559E-1,1.552135944E-1,-1.549234390E-1,4.982884476E-1
2.236637452E0,-3.916349411E-1,9.783422947E-2,-2.333168983E-1,4.662469717E-1
2.241689327E0,-3.888525963E-1,6.714880466E-3,-2.655572891E-1,4.709268574E-1
2.246741202E0,-3.660206795E-1,-6.796455383E-2,-3.876290321E-1,5.374444947E-1
2.251793077E0,-3.518495560E-1,-1.049984694E-1,-3.956475258E-1,5.397775035E-1
2.256844952E0,-3.770747185E-1,-1.533231735E-1,-3.761534691E-1,5.542425202E-1
2.261896827E0,-4.091978073E-1,-1.820236444E-1,-3.615698814E-1,5.755938080E-1
2.266948702E0,-4.622149467E-1,-2.102948427E-1,-3.330821991E-1,6.072975623E-1
2.272000577E0,-4.822931290E-1,-2.430336475E-1,-3.302631378E-1,6.330448296E-1
2.277052452E0,-4.637455940E-1,-2.875646353E-1,-3.731508255E-1,6.610559235E-1
2.282104327E0,-4.282665253E-1,-3.011251688E-1,-3.936843872E-1,6.550389154E-1
2.287156202E0,-3.925533295E-1,-2.933741212E-1,-3.160986900E-1,5.831679632E-1
2.292208077E0,-3.994450569E-1,-2.504124045E-1,-2.801117897E-1,5.483843001E-1
2.297259952E0,-4.638676643E-1,-1.831299067E-1,-3.152318001E-1,5.899837799E-1
2.302311827E0,-5.701599121E-1,-1.285162568E-1,-3.077335358E-1,6.605290930E-1
2.307363702E0,-6.064352989E-1,-7.819271088E-2,-3.148689270E-1,6.877647221E-1
2.312415577E0,-5.934901237E-1,-7.814323902E-2,-3.352565765E-1,6.861004773E-1
2.317467452E0,-5.533232689E-1,-8.754640818E-2,-2.699656487E-1,6.218620948E-1
2.322519327E0,-4.600729942E-1,-5.885595083E-2,-2.503175735E-1,5.270579386E-1
2.327571202E0,-4.138894081E-1,-1.001202464E-1,-2.367553711E-1,4.872182382E-1
2.332623077E0,-3.289017677E-1,-1.716635227E-1,-1.900062561E-1,4.168298396E-1
2.337674952E0,-2.138643265E-1,-2.104318142E-1,-2.147569656E-1,3.689716152E-1
2.342726827E0,-1.439943314E-1,-2.073356509E-1,-1.998152733E-1,3.219450000E-1
2.347778702E0,-1.009082794E-1,-2.148927450E-1,-2.276692390E-1,3.289295595E-1
2.352830577E0,-6.051111221E-2,-2.177172899E-1,-2.553567886E-1,3.409831411E-1
2.357882452E0,2.843666077E-2,-2.278440595E-1,-2.866225243E-1,3.672519987E-1
2.362934327E0,8.249759674E-2,-2.119482160E-1,-2.787990570E-1,3.598010755E-1
2.367986202E0,9.719276428E-2,-1.642631292E-1,-2.464361191E-1,3.117042987E-1
2.373038077E0,1.133599281E-1,-1.241546869E-1,-2.302498817E-1,2.850962428E-1
2.378089952E0,8.700895309E-2,-8.205813169E-2,-2.181906700E-1,2.488197407E-1
2.383141827E0,5.408811569E-2,-6.762164831E-2,-2.458047867E-1,2.606112138E-1
2.388193702E0,3.841543198E-2,-6.641924381E-2,-2.165751457E-1,2.297652174E-1
2.393245577E0,1.243114471E-2,-1.892191172E-2,-2.567586899E-1,2.577549164E-1
2.398297452E0,1.191425323E-2,2.584964037E-2,-1.876788139E-1,1.898248944E-1
2.403349327E0,8.755064011E-2,4.649835825E-2,-6.469297409E-2,1.183739532E-1
2.408401202E0,1.042914391E-1,6.486201286E-2,2.293491364E-2,1.249391661E-1
2.413453077E0,9.007358551E-2,9.273415804E-2,5.396270752E-2,1.400887172E-1
2.418504952E0,8.084917068E-2,6.593137980E-2,1.499400139E-1,1.826623744E-1
2.423556827E0,1.099638939E-1,-1.034015417E-2,2.092218399E-1,2.365856188E-1
2.428608702E0,1.224961281E-1,-8.228683472E-2,1.833696365E-1,2.353738477E-1
2.433660577E0,2.087187767E-1,-1.655158401E-1,1.955590248E-1,3.304577934E-1
2.438712452E0,2.693800926E-1,-2.040367723E-1,1.457772255E-1,3.680321157E-1
2.443764327E0,3.105711937E-1,-2.552284002E-1,9.043312073E-2,4.120365906E-1
2.448816202E0,3.133020401E-1,-2.657182217E-1,7.485103607E-2,4.175727712E-1
2.453868077E0,3.302454948E-1,-2.154975533E-1,2.022600174E-2,3.948548765E-1
2.458919952E0,3.363552094E-1,-1.539816856E-1,-6.247186661E-2,3.751638582E-1
2.463971827E0,3.256778717E-1,-1.239008307E-1,-1.217994690E-1,3.691241019E-1
2.469023702E0,2.994518280E-1,-9.179317951E-2,-1.424174309E-1,3.440641070E-1
2.474075577E0,3.183069229E-1,-7.441008091E-2,-1.744627953E-1,3.705312730E-1
2.479127452E0,2.463107109E-1,-2.157741785E-2,-1.808185577E-1,3.063166696E-1
2.484179327E0,2.648177147E-1,2.272725105E-3,-1.926536560E-1,3.274889593E-1
2.489231202E0,2.805342674E-1,3.057712317E-2,-2.052955627E-1,3.489709211E-1
2.494283077E0,3.005375862E-1,1.343822479E-2,-1.473865509E-1,3.350018239E-1
2.499334952E0,3.413162231E-1,1.893025637E-2,-9.660243988E-2,3.552283071E-1
2.504386827E0,3.633074760E-1,-1.864433289E-3,-3.247499466E-2,3.647607758E-1
2.509438702E0,3.062896729E-1,8.381307125E-3,4.823875427E-2,3.101783155E-1
2.514490577E0,3.232421875E-1,1.965343952E-3,1.130070686E-1,3.424324341E-1
2.519542452E0,2.545204163E-1,-5.904990435E-2,1.534972191E-1,3.030328856E-1
2.524594327E0,2.278227806E-1,-8.388179541E-2,1.486558914E-1,2.846716512E-1
2.529646202E0,1.834497452E-1,-1.026833057E-1,1.843147278E-1,2.795882493E-1
2.534698077E0,1.808452606E-1,-1.011129618E-1,1.557350159E-1,2.591953597E-1
2.539749952E0,1.412386894E-1,-1.197555065E-1,1.335597038E-1,2.283154467E-1
2.544801827E0,8.997917175E-2,-1.229084730E-1,4.872560501E-2,1.599278858E-1
2.549853702E0,5.565977097E-2,-1.239370704E-1,-2.699518204E-2,1.385176789E-1
2.554905577E0,5.593061447E-2,-8.708828688E-2,-1.019468307E-1,1.452782146E-1
2.559957452E0,6.919860840E-2,-6.723922491E-2,-2.213430405E-1,2.414586970E-1
2.565009327E0,5.730247498E-2,-4.650986195E-2,-2.517476082E-1,2.623425225E-1
2.570061202E0,8.219289780E-2,-4.502117634E-2,-2.473173141E-1,2.644776600E-1
2.575113077E0,8.767080307E-2,-1.989173889E-2,-2.237095833E-1,2.410971353E-1
2.580164952E0,1.013989449E-1,1.916772127E-2,-1.599130630E-1,1.903190355E-1
2.585216827E0,1.268191338E-1,1.985877752E-2,-1.025147438E-1,1.642764025E-1
2.590268702E0,9.603643417E-2,6.798422337E-2,-1.809930801E-2,1.190480418E-1
2.595320577E0,5.492162704E-2,9.077119827E-2,9.281492233E-2,1.409624254E-1
2.600372452E0,3.311109543E-2,8.848428726E-2,1.992936134E-1,2.205532999E-1
2.605424327E0,3.160333633E-2,1.181503534E-1,2.134904861E-1,2.460415911E-1
2.610476202E0,2.585411072E-3,9.286129475E-2,1.992821693E-1,2.198710700E-1
2.615528077E0,2.354526520E-2,2.487903833E-2,1.687102318E-1,1.721525149E-1
2.620579952E0,-8.735656738E-4,-2.604293823E-2,1.968002319E-2,3.265426560E-2
2.625631827E0,8.273124695E-3,-1.182665229E-1,-9.380388260E-2,1.511773244E-1
2.630683702E0,1.972532272E-2,-1.397692561E-1,-1.398553848E-1,1.987059686E-1
2.635735577E0,-9.360551834E-2,-6.396937370E-2,-1.784591675E-1,2.114278797E-1
2.640787452E0,-1.858386993E-1,-3.271704912E-2,-2.012572289E-1,2.758820394E-1
2.645839327E0,-2.487430573E-1,-5.161619186E-2,-2.559990883E-1,3.606561701E-1
2.650891202E0,-2.884716988E-1,-4.799902439E-2,-2.973413467E-1,4.170512005E-1
2.655943077E0,-3.016138077E-1,1.028591394E-2,-2.244520187E-1,3.761055673E-1
2.660994952E0,-2.982020378E-1,4.560363293E-2,-1.555228233E-1,3.393987261E-1
2.666046827E0,-3.127470016E-1,6.075590849E-2,-8.225440979E-2,3.290406592E-1
2.671098702E0,-2.487664223E-1,3.687119484E-2,-1.461682320E-1,2.908768982E-1
2.676150577E0,-1.731877327E-1,-1.657927036E-2,-8.038043976E-2,1.916504058E-1
2.681202452E0,-1.168498993E-1,-3.903669119E-2,5.802249908E-2,1.361777244E-1
2.686254327E0,-2.393150330E-2,-9.703719616E-2,9.879875183E-2,1.405351474E-1
2.691306202E0,-2.316427231E-2,-1.844019890E-1,1.391291618E-1,2.321585681E-1
2.696358077E0,-2.787065506E-2,-2.189703584E-1,2.023339272E-1,2.994391580E-1
2.703858702E0,-4.055356979E-2,-1.862120032E-1,2.242202759E-1,2.942689829E-1
2.708928389E0,-1.325464249E-2,-1.939966083E-1,2.594404221E-1,3.242216868E-1
2.713998077E0,-8.825349808E-2,-1.637687683E-1,2.645845413E-1,3.234406729E-1
2.719067764E0,-1.652340889E-1,-1.040335894E-1,1.879973412E-1,2.710503498E-1
2.724130993E0,-2.226152420E-1,-7.902282476E-2,3.135967255E-2,2.382972553E-1
2.729200316E0,-2.948598862E-1,4.135370255E-4,-1.015148163E-1,3.118457654E-1
2.734269639E0,-3.048157692E-1,3.408056498E-2,-1.880631447E-1,3.597803280E-1
2.739339014E0,-2.815694809E-1,8.894187212E-2,-3.188605309E-1,4.345849368E-1
2.744395525E0,-2.882418633E-1,1.078153849E-1,-3.285608292E-1,4.501774621E-1
2.749464223E0,-2.889261246E-1,7.430034876E-2,-3.001632690E-1,4.231983405E-1
2.754532920E0,-2.372541428E-1,8.503633738E-2,-1.877717972E-1,3.142911942E-1
2.759601618E0,-1.919393539E-1,6.273621321E-2,-1.238012314E-1,2.368613369E-1
2.764679743E0,-1.826972961E-1,5.996167660E-2,-1.986932755E-2,1.933093243E-1
2.769748962E0,-1.213712692E-1,2.181136608E-2,7.739591599E-2,1.455913751E-1
2.774818077E0,-1.186261177E-1,-6.346678734E-2,1.214561462E-1,1.812506120E-1
2.779887295E0,-7.994318008E-2,-9.571158886E-2,1.921114922E-1,2.290380879E-1
2.784962243E0,-4.150438309E-2,-9.544223547E-2,2.466731071E-1,2.677301924E-1
2.790031723E0,-6.266355515E-2,-1.128854156E-1,2.674169540E-1,2.969539788E-1
2.795101202E0,-5.147790909E-2,-8.976811171E-2,2.403731346E-1,2.617012282E-1
2.800170629E0,-3.055143356E-2,-7.149517536E-2,1.965708733E-1,2.113884065E-1
2.805240837E0,-2.139377594E-2,-1.069027781E-1,1.670632362E-1,1.994894045E-1
2.810310316E0,-3.339624405E-2,-1.207734942E-1,1.410222054E-1,1.886499627E-1
2.815379848E0,-1.314783096E-2,-1.344819665E-1,2.959585190E-2,1.383263504E-1
2.820449327E0,-2.509164810E-2,-1.182403564E-1,-4.920959473E-3,1.209735035E-1
2.825534170E0,-3.201198578E-2,-5.333191156E-2,-4.883146286E-2,7.907952826E-2
2.830604431E0,-7.103347778E-2,1.107633114E-2,-1.243400574E-1,1.436276086E-1
2.835674639E0,-1.264910698E-1,6.060004234E-3,-1.634411812E-1,2.067600883E-1
2.840744952E0,-1.674575806E-1,-1.906532049E-2,-2.898550034E-1,3.352930818E-1
2.845795993E0,-1.487951279E-1,-8.449196815E-3,-3.046612740E-1,3.391605385E-1
2.850865316E0,-1.136660576E-1,-4.421722889E-2,-3.062686920E-1,3.296598970E-1
2.855934587E0,-8.007621765E-2,-7.509493828E-2,-2.698101997E-1,2.912885069E-1
2.861003910E0,5.393028259E-4,-7.130801678E-2,-1.621718407E-1,1.771576417E-1
2.866082504E0,8.270883560E-2,-1.279772520E-1,-1.248979568E-2,1.528885984E-1
2.871152243E0,1.298613548E-1,-1.675038934E-1,3.962182999E-2,2.156186800E-1
2.876222035E0,2.136764526E-1,-1.863735914E-1,1.611280441E-1,3.261211257E-1
2.881291775E0,2.507081032E-1,-2.038286328E-1,2.991833687E-1,4.403536677E-1
2.886354483E0,2.887792587E-1,-2.246741056E-1,3.040771484E-1,4.757465987E-1
2.891423910E0,2.960038185E-1,-3.008842766E-1,4.000263214E-1,5.815244331E-1
2.896493337E0,2.690334320E-1,-3.228694797E-1,4.093327522E-1,5.866659957E-1
2.901562712E0,2.508935928E-1,-2.995429039E-1,4.063568115E-1,5.637369994E-1
2.906631723E0,2.661967278E-1,-3.013172150E-1,3.570475578E-1,5.377134185E-1
2.911701150E0,1.838707924E-1,-2.127852440E-1,2.833280563E-1,3.992002203E-1
2.916770525E0,1.377949715E-1,-1.142033339E-1,1.996169090E-1,2.680984259E-1
2.921839952E0,1.132750511E-1,-8.655965328E-2,7.050609589E-2,1.590437686E-1
2.926924535E0,1.303277016E-1,-6.389987469E-2,1.514530182E-2,1.459379455E-1
2.931994691E0,1.375555992E-1,4.169493914E-2,-3.955650330E-2,1.490796022E-1
2.937064848E0,1.552114487E-1,1.013714671E-1,-8.644008636E-2,2.045449991E-1
2.942135056E0,1.332683563E-1,1.572591066E-1,-1.338047981E-1,2.457531392E-1
2.947198545E0,1.457386017E-1,1.782854795E-1,-1.128320694E-1,2.564303573E-1
2.952268337E0,1.876630783E-1,1.124982834E-1,-2.462792397E-1,3.294339973E-1
2.957338181E0,2.365293503E-1,2.927917242E-2,-4.001965523E-1,4.657903863E-1
2.962408025E0,3.218116760E-1,5.827164650E-2,-1.027045250E-1,3.427922973E-1
2.967450056E0,2.406086922E-1,1.456815004E-1,1.622376442E-1,3.247101716E-1
2.972518493E0,1.569724083E-1,1.887854934E-1,1.823458672E-1,3.058272629E-1
2.977586931E0,1.592917442E-1,1.558537483E-1,1.729159355E-1,2.820712169E-1
2.982655316E0,1.960616112E-1,5.654478073E-2,1.124467850E-1,2.329844352E-1
2.987707191E0,2.482576370E-1,-8.111596107E-4,2.716398239E-2,2.497406540E-1
2.992759066E0,2.825541496E-1,-1.031950712E-1,-4.121208191E-2,3.036190144E-1
2.997810941E0,2.607345581E-1,-1.658341885E-1,-3.659343719E-2,3.111632490E-1
3.002862816E0,2.177252769E-1,-1.295607090E-1,-1.422786713E-2,2.537571787E-1
3.007914691E0,1.227817535E-1,-1.034204364E-1,-1.342773438E-2,1.610945366E-1
3.012966566E0,7.849121094E-2,-4.815655947E-2,-1.383543015E-2,9.312004908E-2
3.018018441E0,7.967042923E-2,7.652455568E-2,1.214981079E-3,1.104756131E-1
3.023070316E0,-1.302671432E-2,1.358946562E-1,1.586914062E-1,2.093323083E-1
3.028122191E0,-6.207227707E-2,1.757887602E-1,2.173314095E-1,2.863347644E-1
3.033174066E0,-1.309185028E-1,2.605978251E-1,1.543674469E-1,3.299699827E-1
3.038225941E0,-1.564579010E-1,3.150811791E-1,1.952962875E-1,4.023628514E-1
3.043277816E0,-2.316942215E-1,3.666110039E-1,2.204580307E-1,4.865054817E-1
3.048329691E0,-2.138290405E-1,4.425847530E-1,2.729067802E-1,5.622119110E-1
3.053381566E0,-1.523213387E-1,4.228528738E-1,2.205638885E-1,5.006543439E-1
3.058433441E0,-1.115722656E-1,3.662469387E-1,2.007637024E-1,4.323092120E-1
3.063485316E0,-4.504823685E-2,2.874327302E-1,1.953854561E-1,3.504602609E-1
3.068537191E0,2.433395386E-2,2.565687299E-1,1.640653610E-1,3.055112063E-1
3.073589066E0,5.285072327E-2,1.616901159E-1,1.602039337E-1,2.336711213E-1
3.078640941E0,1.550011635E-1,9.248232841E-2,6.455421448E-3,1.806101166E-1
