"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.083692816E0,1.732954979E-1,-9.630918503E-3,-6.423377991E-2,1.850677245E-1
3.088744691E0,2.592802048E-1,-1.016432643E-1,-9.770154953E-2,2.951324627E-1
3.093796566E0,2.961115837E-1,-1.334739327E-1,-9.079217911E-2,3.372544744E-1
3.098848441E0,2.519626617E-1,-1.638264656E-1,-1.018548012E-1,3.173305757E-1
3.103900316E0,2.081379890E-1,-1.736146212E-1,-8.900976181E-2,2.852826613E-1
3.108952191E0,1.444983482E-1,-1.251450777E-1,-7.153511047E-2,2.041037362E-1
3.114004066E0,6.596708298E-2,-8.174699545E-2,-1.195416451E-1,1.591365206E-1
3.119055941E0,3.781318665E-2,-6.493562460E-2,-1.824216843E-1,1.972920255E-1
3.124107816E0,-1.868009567E-2,1.692515612E-2,-2.114596367E-1,2.129567675E-1
3.129159691E0,-9.367036819E-2,8.844059706E-2,-1.619248390E-1,2.069191402E-1
3.134211566E0,-1.289105415E-1,1.519994140E-1,-1.863899231E-1,2.728790080E-1
3.139263441E0,-1.566023827E-1,1.970113516E-1,-2.072529793E-1,3.260238892E-1
3.144315316E0,-1.449098587E-1,1.950560808E-1,-2.053613663E-1,3.181493872E-1
3.149367191E0,-1.974239349E-1,1.847003698E-1,-1.607713699E-1,3.145439081E-1
3.154419066E0,-1.746187210E-1,1.812496185E-1,-1.023964882E-1,2.717133834E-1
3.159470941E0,-1.449222565E-1,1.445279717E-1,-4.208898544E-2,2.089552051E-1
3.164522816E0,-9.785223007E-2,1.142192483E-1,-2.124547958E-2,1.518962344E-1
3.169574691E0,-5.249071121E-2,8.789461851E-2,-3.978252411E-3,1.024527463E-1
3.174626566E0,-2.787208557E-2,2.634924650E-2,-3.270626068E-3,3.849458326E-2
3.179678441E0,-1.533269882E-2,-5.226445198E-2,-2.748823166E-2,6.101038824E-2
3.184730316E0,-2.790212631E-2,-5.397421122E-2,-1.191086769E-1,1.337109608E-1
3.189782191E0,-4.397010803E-2,-1.234424710E-1,-1.362900734E-1,1.890671790E-1
3.194834066E0,-4.567384720E-2,-1.375874281E-1,-1.568551064E-1,2.135882138E-1
3.199885941E0,-8.647680283E-2,-1.348737478E-1,-2.058315277E-1,2.608366981E-1
3.204937816E0,-7.098102570E-2,-1.678439975E-1,-1.832895279E-1,2.584665637E-1
3.209989691E0,-7.566928864E-2,-1.696554422E-1,-1.373305321E-1,2.310162015E-1
3.215041566E0,-1.290779114E-1,-1.524450779E-1,-1.047501564E-1,2.255508906E-1
3.220093441E0,-1.189451218E-1,-1.198915243E-1,-1.094179153E-1,2.012317067E-1
3.225145316E0,-1.157722473E-1,-1.159987450E-1,-8.580350876E-2,1.849896327E-1
3.230197191E0,-1.195306778E-1,-1.154831648E-1,-3.647470474E-2,1.701597731E-1
3.235249066E0,-1.301770210E-1,-9.474092722E-2,-2.103519440E-2,1.623711166E-1
3.240300941E0,-2.081475258E-1,-1.697552204E-2,3.198671341E-2,2.112740180E-1
3.245352816E0,-2.243824005E-1,4.464864731E-3,5.907821655E-2,2.320724722E-1
3.250404691E0,-2.189927101E-1,6.799519062E-3,6.920146942E-2,2.297670209E-1
3.255456566E0,-2.209396362E-1,2.244466543E-2,3.907060623E-2,2.254874678E-1
3.260508441E0,-2.349753380E-1,5.492186546E-2,2.610874176E-2,2.427168868E-1
3.265560316E0,-2.195172310E-1,9.106940031E-2,-5.761718750E-2,2.445428197E-1
3.270612191E0,-2.295055389E-1,9.262698889E-2,-1.604046822E-1,2.949274716E-1
3.275664066E0,-1.873493195E-1,1.086893082E-1,-2.133893967E-1,3.040529030E-1
3.280715941E0,-1.493391991E-1,1.225075722E-1,-2.822747231E-1,3.420370168E-1
3.285767816E0,-1.320805550E-1,1.267325282E-1,-3.051824570E-1,3.558689910E-1
3.290819691E0,-8.907604218E-2,1.143545508E-1,-2.789316177E-1,3.143475019E-1
3.295871566E0,-4.776239395E-2,9.830820560E-2,-3.097758293E-1,3.284917259E-1
3.300923441E0,-7.693910599E-2,7.167053223E-2,-2.939691544E-1,3.122085119E-1
3.305975316E0,-5.826520920E-2,4.763114452E-2,-2.023892403E-1,2.159281480E-1
3.311027191E0,-3.252124786E-2,4.157531261E-2,-1.342539787E-1,1.442576479E-1
3.316079066E0,-5.562639236E-2,1.174628735E-2,-5.013465881E-2,7.580075731E-2
3.321130941E0,-4.425716400E-2,-4.379415512E-2,-1.996707916E-2,6.538584586E-2
3.326182816E0,-3.066682816E-2,-3.584927320E-2,2.427434921E-2,5.305533685E-2
3.331234691E0,-1.952409744E-2,-5.528134108E-2,-1.266241074E-2,5.997961068E-2
3.336286566E0,-6.058692932E-3,-1.030831933E-1,-7.309436798E-2,1.265133951E-1
3.341338441E0,-2.595090866E-2,-1.065310240E-1,-4.870605469E-2,1.199774499E-1
3.346390316E0,-1.204962730E-1,-5.642950535E-2,-3.639888763E-2,1.379439013E-1
3.351442191E0,-1.381702423E-1,-4.299879074E-3,-4.326772690E-2,1.448502710E-1
3.356494066E0,-1.841578484E-1,4.397529364E-2,-7.030344009E-2,2.019666142E-1
3.361545941E0,-2.120146751E-1,9.320282936E-2,-3.169775009E-2,2.337557213E-1
3.366597816E0,-2.430982590E-1,1.219658852E-1,-1.964282990E-2,2.726871494E-1
3.371649691E0,-3.055620193E-1,1.231021881E-1,-7.705497742E-2,3.383190298E-1
3.376701566E0,-3.206958771E-1,9.907782078E-2,-8.466291428E-2,3.461648006E-1
3.381753441E0,-3.722262383E-1,1.023016572E-1,-6.880760193E-2,3.921128506E-1
3.386805316E0,-3.648366928E-1,1.253838539E-1,-8.550834656E-2,3.951437720E-1
3.391857191E0,-3.405880928E-1,1.373778582E-1,-5.609273911E-2,3.715095157E-1
3.396909066E0,-2.720737457E-1,1.691535115E-1,-9.285593033E-2,3.335554787E-1
3.401960941E0,-2.118825912E-1,1.861419082E-1,-1.406507492E-1,3.151597622E-1
3.407012816E0,-1.695160866E-1,1.361035109E-1,-1.482486725E-1,2.631302684E-1
3.412064691E0,-4.971075058E-2,1.039248109E-1,-1.790452003E-1,2.129053987E-1
3.417116566E0,5.286693573E-2,8.837616444E-2,-1.803636551E-1,2.076928198E-1
3.422168441E0,8.721780777E-2,7.156652212E-2,-1.701817513E-1,2.041826181E-1
3.427220316E0,1.476650238E-1,2.730327845E-2,-2.079076767E-1,2.564683807E-1
3.432272191E0,1.913065910E-1,-3.810614347E-2,-2.041301727E-1,2.823462721E-1
3.437324066E0,1.955161095E-1,-1.103323698E-1,-1.946167946E-1,2.971118941E-1
3.442375941E0,1.864171028E-1,-1.416473389E-1,-1.695241928E-1,2.890566671E-1
3.447427816E0,1.200222969E-1,-1.572200656E-1,-1.858110428E-1,2.713839428E-1
3.452479691E0,8.331298828E-2,-1.987555027E-1,-1.835227013E-1,2.830642785E-1
3.457531566E0,5.454111099E-2,-1.888911128E-1,-2.529501915E-1,3.203722595E-1
3.462583441E0,3.483581543E-2,-1.649332643E-1,-3.079953194E-1,3.511091461E-1
3.467635316E0,8.838033676E-2,-1.093939543E-1,-3.536858559E-1,3.806202908E-1
3.472687191E0,1.113781929E-1,-3.308254480E-2,-2.394027710E-1,2.661075786E-1
3.477739066E0,1.290130615E-1,6.751269102E-2,-1.030416489E-1,1.783813748E-1
3.482790941E0,1.366834641E-1,2.127161026E-1,1.237773895E-2,2.531476211E-1
3.487842816E0,1.096873283E-1,3.094733953E-1,1.555461884E-1,3.633176422E-1
3.492894691E0,9.373521805E-2,3.722314835E-1,2.510628700E-1,4.586666906E-1
3.497946566E0,1.136808395E-1,3.873563409E-1,3.729977608E-1,5.496322385E-1
3.502998441E0,1.203761101E-1,4.146449566E-1,4.904203415E-1,6.534010707E-1
3.508050316E0,1.093835831E-1,2.950102687E-1,3.846235275E-1,4.969216083E-1
3.513102191E0,1.784992218E-1,1.361329556E-1,2.792339325E-1,3.582816529E-1
3.518154066E0,2.634100914E-1,-2.045744658E-2,3.007445335E-1,4.003131997E-1
3.523205941E0,3.874430656E-1,-1.987287998E-1,3.118143082E-1,5.355683222E-1
3.528257816E0,4.538588524E-1,-3.591832221E-1,2.498278618E-1,6.304081261E-1
3.533309691E0,5.700016022E-1,-4.521134496E-1,2.223181725E-1,7.607455340E-1
3.538361566E0,6.794319153E-1,-5.423868895E-1,2.363314629E-1,9.009238734E-1
3.543413441E0,7.663488388E-1,-5.871889591E-1,2.706184387E-1,1.002654355E0
3.548465316E0,7.213811874E-1,-4.667002857E-1,2.422204018E-1,8.926761436E-1
3.553517191E0,6.798505783E-1,-3.684010804E-1,4.141793251E-1,8.771890778E-1
3.558569066E0,7.232103348E-1,-2.468865216E-1,4.872441292E-1,9.063073343E-1
3.563620941E0,6.355776787E-1,-1.498307586E-1,5.242266655E-1,8.373898964E-1
3.568672816E0,5.877881050E-1,-3.180330992E-2,5.861253738E-1,8.306920373E-1
3.573724691E0,4.796338081E-1,8.447432518E-2,5.469555855E-1,7.323557291E-1
3.578776566E0,3.497076035E-1,1.431123018E-1,5.024714470E-1,6.286923682E-1
3.583828441E0,1.936607361E-1,1.944020391E-1,4.417686462E-1,5.200540071E-1
3.588880316E0,1.530122757E-2,2.405808568E-1,3.328576088E-1,4.109835325E-1
3.593932191E0,-1.138558388E-1,2.698189020E-1,2.366342545E-1,3.765118355E-1
3.598984066E0,-2.629837990E-1,3.176569343E-1,7.799673080E-2,4.197021520E-1
3.604035941E0,-4.446544647E-1,3.076679111E-1,-1.405587196E-1,5.586894398E-1
3.609087816E0,-5.441780090E-1,2.639964819E-1,-2.170767784E-1,6.426088824E-1
3.614139691E0,-6.274728775E-1,2.142001390E-1,-3.357534409E-1,7.431919568E-1
3.619191566E0,-7.088594437E-1,1.975929737E-1,-4.012899399E-1,8.381875148E-1
3.624243441E0,-7.442302704E-1,1.711495519E-1,-4.321360588E-1,8.774465441E-1
3.629295316E0,-7.880744934E-1,2.014957070E-1,-4.624152184E-1,9.356760985E-1
3.634347191E0,-8.210849762E-1,2.167908549E-1,-4.068779945E-1,9.416626335E-1
3.639399066E0,-7.885503769E-1,1.900047064E-1,-2.462058067E-1,8.476619518E-1
3.644450941E0,-7.574324608E-1,1.915901899E-1,-6.807613373E-2,7.842481071E-1
3.649502816E0,-7.133140564E-1,1.918301582E-1,6.427812576E-2,7.414495466E-1
3.654554691E0,-5.931820869E-1,1.540864706E-1,1.843276024E-1,6.399877293E-1
3.659606566E0,-4.643573761E-1,2.284681797E-2,2.662329674E-1,5.357515681E-1
3.664658441E0,-3.878035545E-1,-5.371963978E-2,3.166098595E-1,5.035069014E-1
3.669710316E0,-3.715324402E-1,-9.866863489E-2,2.444071770E-1,4.555290570E-1
3.674762191E0,-3.688483238E-1,-1.595999599E-1,1.968932152E-1,4.475356649E-1
3.682267035E0,-3.421506882E-1,-1.979486346E-1,8.486557007E-2,4.042931119E-1
3.687336514E0,-3.145422935E-1,-2.378633022E-1,-5.910778046E-2,3.987599964E-1
3.692406098E0,-3.154621124E-1,-2.359659076E-1,-1.724400520E-1,4.300370048E-1
3.697473077E0,-3.091878891E-1,-2.601184845E-1,-3.074598312E-1,5.077305630E-1
3.702542504E0,-2.556648254E-1,-2.733944058E-1,-4.007525444E-1,5.483717771E-1
3.707611931E0,-1.898694038E-1,-2.462261915E-1,-3.966913223E-1,5.040255282E-1
3.712681358E0,-5.366659164E-2,-2.013471723E-1,-2.984819412E-1,3.640223291E-1
3.717754223E0,1.189699173E-1,-1.886247993E-1,-2.623329163E-1,3.443133966E-1
3.722823806E0,3.205723763E-1,-1.624873877E-1,-2.009577751E-1,4.117679285E-1
3.727893389E0,5.377712250E-1,-1.313294768E-1,-1.038007736E-1,5.632228001E-1
3.732963025E0,7.096776962E-1,-9.250777960E-2,-2.317094803E-2,7.160565722E-1
3.738032035E0,7.819013596E-1,-1.245753169E-1,2.932643890E-2,7.923059925E-1
3.743101618E0,7.886886597E-1,-1.069571376E-1,1.238288879E-1,8.054832243E-1
3.748171150E0,7.756786346E-1,-1.100476384E-1,2.065901756E-1,8.102267137E-1
3.753240733E0,7.427353859E-1,-7.429265976E-2,3.398041725E-1,8.201476260E-1
3.758314014E0,6.198639870E-1,-2.276176214E-2,3.710894585E-1,7.228117641E-1
3.763383754E0,4.685773849E-1,-2.105718851E-2,3.378829956E-1,5.780770620E-1
3.768453493E0,3.236236572E-1,-3.810894489E-2,2.821850777E-1,4.310602989E-1
3.773523233E0,2.101173401E-1,-4.308134317E-2,2.098422050E-1,3.000650759E-1
3.778587035E0,8.643531799E-2,-3.633952141E-2,1.599211693E-1,1.853817828E-1
3.783656462E0,-6.371927261E-2,6.262117624E-2,8.205747604E-2,1.213053453E-1
3.788725889E0,-2.126150131E-1,9.488618374E-2,3.814697266E-6,2.328272572E-1
3.793795368E0,-2.793197632E-1,8.365404606E-2,-2.158493996E-1,3.627788484E-1
3.798863962E0,-3.259553909E-1,9.433835745E-2,-3.783068657E-1,5.081955600E-1
3.803933389E0,-3.835239410E-1,1.840420365E-1,-1.374478340E-1,4.470503234E-1
3.809002764E0,-4.832749367E-1,2.862303853E-1,1.579856873E-2,5.619004295E-1
3.814072191E0,-5.072131157E-1,3.449036479E-1,4.289484024E-2,6.148687977E-1
3.819143181E0,-4.603204727E-1,3.129159808E-1,4.184961319E-2,5.581780529E-1
3.824212660E0,-3.369183540E-1,2.275682092E-1,-4.569244385E-2,4.091320893E-1
3.829282139E0,-2.182097435E-1,1.235818267E-1,-2.921533585E-2,2.524707823E-1
3.834351670E0,-7.924127579E-2,2.368140221E-2,6.118774414E-3,8.293025985E-2
3.839428077E0,1.318502426E-2,-9.479254484E-2,1.457924843E-1,1.743987382E-1
3.844497920E0,6.635761261E-2,-1.674064398E-1,2.312345505E-1,2.930830363E-1
3.849567712E0,8.150053024E-2,-1.933461428E-1,2.774653435E-1,3.478679120E-1
3.854637556E0,8.132648468E-2,-1.896310449E-1,2.351140976E-1,3.128139530E-1
3.859714587E0,1.121068001E-1,-1.908965707E-1,2.393312454E-1,3.260197546E-1
3.864784795E0,1.304578781E-1,-1.542684436E-1,2.176904678E-1,2.969968862E-1
3.869855004E0,9.598255157E-2,-1.451128721E-1,1.313757896E-1,2.180137472E-1
3.874925212E0,3.262662888E-2,-8.835434914E-2,7.740831375E-2,1.219140474E-1
3.879992295E0,-1.911115646E-2,-6.982922554E-3,-2.392435074E-2,3.140656089E-2
3.885062348E0,-7.722425461E-2,5.487275124E-2,-1.685757637E-1,1.933711262E-1
3.890132400E0,-1.181092262E-1,1.437601447E-1,-1.967988014E-1,2.708256575E-1
3.895202452E0,-1.586194038E-1,2.214709520E-1,-2.151818275E-1,3.471494156E-1
3.900268858E0,-1.758856773E-1,2.145974636E-1,-1.766185760E-1,3.289102678E-1
3.905338702E0,-1.152405739E-1,1.677907705E-1,-1.602220535E-1,2.590467892E-1
3.910408545E0,-5.308389664E-2,1.346955299E-1,-1.114816666E-1,1.827264290E-1
3.915478389E0,2.862405777E-2,6.046295166E-2,-5.825376511E-2,8.870516533E-2
3.920542452E0,1.159243584E-1,-2.010887861E-2,2.489566803E-3,1.176818669E-1
3.925612035E0,1.744818687E-1,-8.572357893E-2,6.931781769E-2,2.063914106E-1
3.930681566E0,2.414722443E-1,-1.531292200E-1,1.610598564E-1,3.281732471E-1
3.935751150E0,2.716717720E-1,-1.973611712E-1,3.036637306E-1,4.527346297E-1
3.940818441E0,2.237725258E-1,-2.504669428E-1,3.661317825E-1,4.968503949E-1
3.945887868E0,1.493453979E-1,-2.507560253E-1,3.872885704E-1,4.849485219E-1
3.950957295E0,9.140682220E-2,-2.483154535E-1,3.959712982E-1,4.762447277E-1
3.956026775E0,2.945232391E-2,-2.017714381E-1,4.078936577E-1,4.560223554E-1
3.961089014E0,-2.579307556E-2,-1.696254015E-1,3.197035789E-1,3.628338986E-1
3.966158077E0,-9.588241577E-2,-8.059734106E-2,2.439942360E-1,2.742673080E-1
3.971227191E0,-1.154036522E-1,-1.362299919E-2,1.272444725E-1,1.723216319E-1
3.976296254E0,-1.477003098E-1,4.216581583E-2,4.340648651E-2,1.596166050E-1
3.981351618E0,-1.523065567E-1,7.607156038E-2,-6.360387802E-2,1.817405371E-1
3.986420004E0,-1.175866127E-1,1.096646786E-1,-1.389474869E-1,2.125073112E-1
3.991488389E0,-4.393243790E-2,1.120951772E-1,-1.234288216E-1,1.724240756E-1
3.996556775E0,1.017189026E-2,1.489161849E-1,-2.497625351E-2,1.513383980E-1
4.001631462E0,1.065020561E-1,1.556990743E-1,5.967283249E-2,1.978528156E-1
4.006700160E0,1.034121513E-1,1.138249636E-1,9.259510040E-2,1.795105791E-1
4.011768910E0,1.610307693E-1,6.164914370E-2,7.880830765E-2,1.895844797E-1
4.016837608E0,1.982922554E-1,5.198299885E-3,1.610074043E-1,2.554803811E-1
4.021913233E0,1.699600220E-1,-2.114874125E-2,1.664562225E-1,2.388333150E-1
4.026982295E0,1.488895416E-1,-7.965081930E-2,1.398615837E-1,2.192569525E-1
4.032051358E0,6.498193741E-2,-9.279912710E-2,1.170883179E-1,1.629233082E-1
4.037120420E0,5.646896362E-2,-1.190687418E-1,3.642654419E-2,1.367223546E-1
4.042193077E0,3.119897842E-2,-1.203423738E-1,3.739547729E-2,1.298232834E-1
4.047262348E0,-2.267980576E-2,-2.326858044E-2,4.220485687E-3,3.276603308E-2
4.052331566E0,-5.157947540E-3,1.703381538E-2,-6.982803345E-3,1.911844219E-2
4.057400785E0,-2.583169937E-2,8.777517080E-2,-1.806163788E-2,9.326296191E-2
4.062474848E0,-6.046056747E-2,1.541911364E-1,-8.621263504E-2,1.867163763E-1
4.067544327E0,-9.349679947E-2,1.831882596E-1,-1.111688614E-1,2.337907306E-1
4.072613806E0,-9.875440598E-2,2.093904018E-1,-1.361370087E-1,2.685703971E-1
4.077683285E0,-1.286187172E-1,2.223699093E-1,-8.043718338E-2,2.691863508E-1
4.082733233E0,-1.116299629E-1,1.589762568E-1,-3.384733200E-2,1.971809847E-1
4.087801775E0,-8.007621765E-2,1.766648293E-1,-1.191043854E-2,1.943309576E-1
4.092870316E0,-3.663444519E-2,1.716753840E-1,7.488012314E-2,1.908443159E-1
4.097938754E0,-1.373052597E-2,1.359573603E-1,1.217484474E-1,1.830180745E-1
4.102990629E0,7.854461670E-3,1.277483702E-1,1.242051125E-1,1.783486715E-1
4.108042504E0,-1.445055008E-2,6.982445717E-2,1.169004440E-1,1.369305920E-1
4.113094379E0,-5.547046661E-3,4.550945759E-2,-2.709913254E-2,5.325639343E-2
4.118146254E0,-1.333808899E-2,5.581194162E-2,-1.022109985E-1,1.172175996E-1
4.123198129E0,-1.409816742E-2,2.202045918E-2,-1.456518173E-1,1.479801028E-1
4.128250004E0,-2.241086960E-2,7.482767105E-3,-1.906466484E-1,1.921051364E-1
4.133301879E0,-4.652452469E-2,3.705012798E-2,-2.930011749E-1,2.989764738E-1
4.138353754E0,-1.138734818E-2,4.132795334E-2,-3.953423500E-1,3.976597102E-1
4.143405629E0,-1.484918594E-2,4.553866386E-2,-4.014978409E-1,4.043448831E-1
4.148457504E0,-3.877878189E-2,5.436378717E-2,-4.262943268E-1,4.314928369E-1
4.153509379E0,1.091861725E-2,6.070142984E-2,-3.817772865E-1,3.867270049E-1
4.158561254E0,3.733778000E-2,5.769103765E-2,-3.289780617E-1,3.360787567E-1
4.163613129E0,4.089641571E-2,4.761087894E-2,-2.135906219E-1,2.226213521E-1
4.168665004E0,8.248090744E-2,2.476090193E-2,-6.356239319E-2,1.070344813E-1
4.173716879E0,1.119422913E-1,3.070795536E-2,1.979494095E-2,1.177535341E-1
4.178768754E0,1.258449554E-1,-9.753644466E-3,1.225080490E-1,1.758985744E-1
4.183820629E0,1.824274063E-1,-8.768010139E-2,2.587928772E-1,3.285442315E-1
4.188872504E0,1.471295357E-1,-1.101808548E-1,3.238334656E-1,3.723641154E-1
4.193924379E0,8.850669861E-2,-1.561809182E-1,3.810691833E-1,4.212358454E-1
4.198976254E0,7.676172256E-2,-1.803851128E-1,3.474926949E-1,3.989765957E-1
4.204028129E0,8.170843124E-2,-1.972951889E-1,2.916607857E-1,3.614798379E-1
4.209080004E0,6.745004654E-2,-1.925801635E-1,2.519168854E-1,3.241893664E-1
4.214131879E0,4.846143723E-2,-1.438555121E-1,1.235399246E-1,1.957167143E-1
4.219183754E0,2.495145798E-2,-1.477608681E-1,-1.452875137E-2,1.505554184E-1
4.224235629E0,-6.462097168E-3,-8.274012804E-2,-1.196060181E-1,1.455791436E-1
4.229287504E0,-3.016471863E-3,-3.009492159E-2,-2.132763863E-1,2.154103534E-1
4.234339379E0,-3.281927109E-2,1.373165846E-2,-2.195110321E-1,2.223752599E-1
4.239391254E0,-2.542257309E-2,4.168289900E-2,-2.092127800E-1,2.148342585E-1
4.244443129E0,1.313161850E-2,1.003496647E-1,-1.482782364E-1,1.795241766E-1
4.249495004E0,1.956224442E-2,1.429836154E-1,-6.914138794E-2,1.600235208E-1
4.254546879E0,1.191282272E-2,1.281105876E-1,5.896615982E-2,1.415317844E-1
4.259598754E0,1.996278763E-2,1.180069447E-1,1.442174911E-1,1.874108765E-1
4.264650629E0,3.998470306E-2,1.127347946E-1,1.549482346E-1,1.957469432E-1
4.269702504E0,5.756616592E-2,1.086603403E-1,2.260532379E-1,2.573344116E-1
4.274754379E0,7.978630066E-2,5.823099613E-2,2.026920319E-1,2.254789624E-1
4.279806254E0,1.184453964E-1,2.114939690E-2,1.403188705E-1,1.848404565E-1
4.284858129E0,7.964754105E-2,-4.670703411E-2,5.817985535E-2,1.091337409E-1
4.289910004E0,9.103155136E-2,-1.141974330E-1,-4.583692551E-2,1.530647601E-1
4.294961879E0,1.106052399E-1,-1.505138278E-1,-8.366203308E-2,2.046637907E-1
4.300013754E0,3.971052170E-2,-1.000631452E-1,-1.294727325E-1,1.683827397E-1
4.305065629E0,7.379055023E-2,-4.531610012E-2,-1.355686188E-1,1.608646780E-1
4.310117504E0,7.290172577E-2,-1.121854782E-2,-1.805539131E-1,1.950390550E-1
4.315169379E0,7.185459137E-2,-1.158118248E-3,-2.689361572E-1,2.783721973E-1
4.320221254E0,7.917594910E-2,1.242035627E-2,-2.295398712E-1,2.431288725E-1
4.325273129E0,8.966827393E-2,6.769621372E-2,-1.283335686E-1,1.705657689E-1
4.330325004E0,3.322458267E-2,1.121963859E-1,-4.182815552E-2,1.242638181E-1
4.335376879E0,1.007413864E-2,1.223939657E-1,-8.499097824E-2,1.493493806E-1
4.340428754E0,9.512424469E-3,6.273633242E-2,-1.548986435E-1,1.673915272E-1
4.345480629E0,4.280567169E-3,7.015925646E-2,-1.649093628E-1,1.792644484E-1
4.350532504E0,3.709793091E-2,3.182888031E-4,-1.570215225E-1,1.613447127E-1
4.355584379E0,6.011295319E-2,-6.764787436E-2,-1.135287285E-1,1.451846212E-1
4.360636254E0,7.850599289E-2,-1.267954707E-1,-1.206269264E-1,1.918101606E-1
4.365688129E0,8.266639709E-2,-1.487316489E-1,-6.253576279E-2,1.812886048E-1
4.370740004E0,1.071228981E-1,-1.147971153E-1,-1.696777344E-2,1.579290927E-1
4.375791879E0,2.805519104E-2,-6.933200359E-2,8.639955521E-2,1.142755600E-1
4.380843754E0,-6.456851959E-2,-3.364419937E-2,9.029674530E-2,1.159936554E-1
4.385895629E0,-1.244511604E-1,-1.121515036E-2,8.714962006E-2,1.523447643E-1
4.390947504E0,-1.530261040E-1,-2.572578192E-2,2.710056305E-2,1.575222044E-1
4.395999379E0,-2.181634903E-1,1.095026731E-2,-5.978488922E-2,2.264717418E-1
4.401051254E0,-2.423949242E-1,-6.134271622E-3,-1.174221039E-1,2.694083871E-1
4.406103129E0,-2.347102165E-1,2.680331469E-2,-2.050929070E-1,3.128424586E-1
4.411155004E0,-2.380175591E-1,1.314544678E-2,-2.027049065E-1,3.129128318E-1
4.416206879E0,-2.496809959E-1,2.342402935E-2,-2.168855667E-1,3.315548732E-1
4.421258754E0,-2.388215065E-1,4.127383232E-3,-1.820821762E-1,3.003442461E-1
4.426310629E0,-1.653480530E-1,3.026014566E-2,-1.674919128E-1,2.372955876E-1
4.431362504E0,-1.163868904E-1,2.284806967E-2,-1.813859940E-1,2.167229138E-1
4.436414379E0,-3.458642960E-2,4.873991013E-3,-1.167602539E-1,1.218726130E-1
4.441466254E0,3.468751907E-2,2.592861652E-3,-3.013181686E-2,4.602035744E-2
4.446518129E0,2.139997482E-2,1.119285822E-2,2.377033234E-3,2.426704112E-2
4.451570004E0,3.655624390E-2,5.813908577E-2,5.502796173E-2,8.800334559E-2
4.456621879E0,2.881622314E-2,5.040323734E-2,9.679651260E-2,1.128734951E-1
4.461673754E0,5.596160889E-3,7.381838560E-2,1.110267639E-1,1.334444205E-1
4.466725629E0,-5.666351318E-2,7.813686132E-2,1.584439278E-1,1.855278984E-1
4.471777504E0,-7.922697067E-2,8.385330439E-2,1.283054352E-1,1.725415145E-1
4.476829379E0,-9.805536270E-2,8.235728741E-2,1.162428856E-1,1.729450358E-1
4.481881254E0,-4.312372208E-2,7.133817673E-2,6.986713409E-2,1.087667564E-1
4.486933129E0,-4.079675674E-2,7.117301226E-2,7.840061188E-2,1.134752351E-1
4.491985004E0,-3.000497818E-2,2.937090397E-2,6.529808044E-2,7.763239031E-2
4.497036879E0,1.402759552E-2,-2.273541689E-2,5.935525894E-2,6.509008666E-2
4.502088754E0,2.590608597E-2,-4.121762514E-2,-3.235435486E-2,5.845359006E-2
4.507140629E0,6.891918182E-2,-6.806272268E-2,-9.637022018E-2,1.366367710E-1
4.512192504E0,5.470371246E-2,-9.740227461E-2,-1.457834244E-1,1.836641121E-1
4.517244379E0,7.163095474E-2,-1.054259539E-1,-1.462702751E-1,1.940119038E-1
4.522296254E0,6.266450882E-2,-1.113172174E-1,-1.792440414E-1,2.201063151E-1
4.527348129E0,8.853006363E-2,-6.150794029E-2,-1.897168159E-1,2.182046497E-1
4.532400004E0,9.653520584E-2,-1.109359264E-1,-1.421060562E-1,2.044992835E-1
4.537451879E0,4.878759384E-2,-1.305350661E-1,-1.413831711E-1,1.985165834E-1
4.542503754E0,9.778165817E-2,-9.784936905E-2,-1.384463310E-1,1.957118757E-1
4.547555629E0,1.809210777E-1,-7.154572010E-2,-8.340549469E-2,2.116783007E-1
4.552607504E0,1.717820168E-1,-5.859404802E-2,2.593851089E-2,1.833442939E-1
4.557659379E0,1.803240776E-1,-7.768195868E-2,8.115386963E-2,2.124551958E-1
4.562711254E0,1.887803078E-1,-2.772676945E-2,8.722639084E-2,2.097980496E-1
4.567763129E0,1.757454872E-1,1.098275185E-2,1.989827156E-1,2.657088975E-1
4.572815004E0,1.510419846E-1,5.398142338E-2,2.336778641E-1,2.834308017E-1
4.577866879E0,1.157412529E-1,2.881592512E-2,2.301816940E-1,2.592489295E-1
4.582918754E0,5.079317093E-2,2.404969931E-2,2.222180367E-1,2.292142885E-1
4.587970629E0,6.436824799E-3,5.743271112E-2,1.265840530E-1,1.391526913E-1
4.593022504E0,-1.267671585E-2,6.077545881E-2,5.200147629E-2,8.098462234E-2
4.598074379E0,-9.702539444E-2,3.789126873E-2,-9.434700012E-2,1.405383643E-1
4.603126254E0,-1.329970360E-1,4.234123230E-2,-2.325367928E-1,2.712090550E-1
4.608178129E0,-1.496009827E-1,8.937287331E-2,-2.508845329E-1,3.054685145E-1
4.613230004E0,-1.570482254E-1,8.881413937E-2,-2.697424889E-1,3.245198095E-1
4.618281879E0,-1.240563393E-1,6.824046373E-2,-5.295286179E-1,5.481307265E-1
4.623333754E0,-1.122932434E-1,-2.390146255E-3,-5.940203667E-1,6.045458472E-1
